Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,PRESHYUN TOY1,756 E Chester St,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.956850,-73.990430,02/20/2024,254422,2024-02-20 01:50:15,,,,02/23/2023,J1772
ELEC,CITY OF BEACON CROSS ST.,7 Cross St,,Beacon,NY,12508,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.508719,-73.975533,02/20/2024,308354,2024-02-20 02:01:58,,,,09/01/2023,J1772
ELEC,THE STANTON STANTON,240 S. Goodman Street,,Rochester,NY,14607,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.148815,-77.590110,02/20/2024,251961,2024-02-20 01:52:54,,,,01/25/2023,J1772
ELEC,The Fern Lodge - Tesla Destination,46 Fiddlehead Bay Rd,,Chestertown,NY,12817,,518-494-7238  877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.625261,-73.849046,10/06/2022,114923,2023-01-18 15:15:20,P,,,11/03/2017,TESLA
ELEC,VERONA LA QUINTA 2,5390 Willow Pl,,Verona,NY,13478,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.122196,-75.592640,02/20/2024,181237,2024-02-20 01:26:26,,,,01/27/2021,J1772
ELEC,Village Dodge Inc,819 NY-66,,Hudson,NY,12534,,518-828-1585,E,,Public - Call ahead,24 hours daily,A D Debit M V,,1,,,Non-Networked,,GPS,42.272530,-73.722516,10/11/2022,229076,2023-02-14 15:54:11,P,,,09/17/2022,J1772
ELEC,Shaheen's Adirondack Inn - Tesla Destination,314 Park St,,Tupper Lake,NY,12986,,518-359-3384  877-798-3752,E,,Public,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,44.224692,-74.448849,10/06/2022,250874,2023-01-18 15:15:20,P,,,11/30/2018,TESLA
ELEC,19-80 Steinway - Tesla Destination,1980 Steinway St,,Astoria,NY,11105,,347-697-6733  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.776957,-73.901150,10/06/2022,150649,2023-01-18 15:15:20,P,,,07/06/2018,TESLA
ELEC,South Colonie High School Faculty Lot,1 Raider Boulevard,,Albany,NY,12205,,518-691-3119,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.708280,-73.810900,01/09/2024,324858,2024-01-31 22:07:01,LG,,,10/24/2023,J1772
ELEC,GGMC Parking - 550 W 25th - Tesla Destination,550 W 25th St,,New York,NY,10001,,212-929-0443  877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.749790,-74.005335,10/06/2022,115160,2023-01-18 15:15:20,P,,,08/21/2015,J1772 TESLA
ELEC,HARMONY MILLS 1 WEST 1 1.3,100 N Mohawk St,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.781548,-73.705635,02/20/2024,174728,2024-02-20 01:16:53,,,,01/27/2021,J1772
ELEC,RPI 1 OFF CAMPUS S1,1525 15th St,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.726645,-73.678464,02/20/2024,121237,2024-02-20 01:10:54,,,,04/06/2019,J1772
ELEC,U.S.B.STATION#1 U.S.B STATION#2,180 Schwenk Dr,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.937641,-74.025344,02/20/2024,193447,2024-02-20 01:35:53,,,,08/03/2021,J1772
ELEC,ROSEWOOD PLAZA STATION 3,New Karner Rd & Watervliet Shaker Rd,,Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.742672,-73.839330,02/20/2024,181718,2024-02-20 01:28:15,,,,01/27/2021,J1772
ELEC,TOWNOFHALFMOON THE STATION 2,2 Halfmoon Town Plz,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.853874,-73.725464,02/20/2024,256959,2024-02-20 01:52:42,,,,03/24/2023,J1772
ELEC,"Garvey Hyundai Dealership (Plattsburgh, NY)",271 Tom Miller Road,,Plattsburgh,NY,12901,,833-632-2778,E,,Public,24 hours daily,,,,2,,Electrify America,https://www.electrifyamerica.com/,GPS,44.705540,-73.503110,02/20/2024,308503,2024-02-20 02:14:40,,,,09/02/2023,J1772COMBO
ELEC,ROSENBLUM300 GREAT OAKS 200,200 Great Oaks Blvd,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.682162,-73.848147,02/20/2024,185187,2024-02-20 01:31:15,,,,02/19/2021,J1772
ELEC,Heritage Park,65 Franklin St,,Springville,NY,14141,,716-592-4936,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,42.510491,-78.665211,06/14/2022,157961,2023-02-14 15:54:11,P,,,05/15/2020,J1772
ELEC,MUNI LOT STATION 1,2578 Main St,,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.285329,-73.984273,02/20/2024,193883,2024-02-20 01:28:39,,,,08/14/2021,J1772
ELEC,Van Bortel Chevrolet,1338 Pittsford Palmyra Rd,,Macedon,NY,14502,,315-333-2627,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,43.064835,-77.312464,09/14/2022,226514,2023-02-14 15:54:11,P,,,08/25/2022,J1772
ELEC,PANYNJ LGA WEST 3,LGA West Garage LaGuardia Airport,,East Elmhurst,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.773009,-73.875324,02/20/2024,162287,2024-02-20 01:03:08,,,,06/12/2020,J1772
ELEC,2. South Garage,737 Albany Shaker Road,,Albany,NY,12110,,866-816-7584,E,,Public,,,,10,,,EV Connect,http://evconnect.com/,GPS,42.743165,-73.807284,02/20/2024,230874,2024-02-20 02:19:35,,,,09/30/2022,J1772
ELEC,Burger King Farmington NY,1238 State Route 332,Unit #967 is under repairs||,Farmington,NY,14425,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,42.972609,-77.354868,02/20/2024,164403,2024-02-20 00:03:01,,,,07/21/2020,J1772
ELEC,550 Prospect Place,550 Prospect Place,,Brooklyn,NY,11238,,888-998-2546,E,,Public,24 hours daily,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,40.675159,-73.958501,02/20/2024,257489,2024-02-20 00:09:39,,,,08/01/2022,J1772
ELEC,Icon Parking 14-26 William Street - Tesla Destination,14-26 William St,,New York,NY,10004,,212-269-5056  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.704514,-74.010740,10/06/2022,115014,2023-01-18 15:15:20,P,,,04/30/2016,J1772 TESLA
ELEC,PJ VILLAGE ROCKETSHIP PARK,Rossner lane,,Port Jefferson,NY,11777,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.945023,-73.069455,02/20/2024,156297,2024-02-20 01:22:48,,,,05/15/2020,J1772
ELEC,WEST HERR BMW WH BB L2-3,8195 Main St,,Williamsville,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.964189,-78.688037,02/20/2024,213982,2024-02-20 01:42:44,,,,04/14/2022,J1772
ELEC,SKYVIEW APARTME SKYVIEW ST2,5800 Arlington Ave,,Riverdale,NY,10471,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.908654,-73.905897,02/20/2024,171342,2024-02-20 01:30:43,,,,01/16/2021,J1772
ELEC,Icon Parking University 10 Parking - Tesla Destination,63 E 9th St,,New York,NY,10003,,212-979-5380  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.731887,-73.991906,10/06/2022,115177,2023-01-18 15:15:20,P,,,04/30/2016,J1772 TESLA
ELEC,EVCS@MUNI LOT KINDERHOOK VILL,7 Hudson St,,Kinderhook,NY,12106,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.394810,-73.697553,02/20/2024,162131,2024-02-20 01:09:33,,,,06/12/2020,J1772
ELEC,35-58 72nd St,35-58 72nd St,,Jackson Heights,NY,11372,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://flo.ca/,GPS,40.748940,-73.893721,02/20/2024,217408,2024-02-20 02:28:47,,,,05/12/2022,J1772
ELEC,DMV PARKING LOT JOHNSTOWN,227 W Main St,,Johnstown,NY,12095,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.006616,-74.375423,02/20/2024,162306,2024-02-20 01:02:37,,,,06/12/2020,J1772
ELEC,BRITE RIGHT,7647 Co Rd 42,,Victor,NY,14564,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.006366,-77.457383,02/20/2024,311111,2024-02-20 02:02:55,,,,09/20/2023,J1772
ELEC,MTP Parking 755 Kent Ave - Tesla Destination,755 Kent Ave,,Brooklyn,NY,11249,,718-855-7407  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.698671,-73.959625,10/06/2022,122479,2023-01-18 15:15:20,P,,,01/17/2019,TESLA
ELEC,King's County Parking,581 Clarkson Ave,,Brooklyn,NY,11203,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,4,,,AMPUP,https://ampup.io/,200-9,40.656148,-73.940355,10/11/2022,229922,2023-02-14 15:54:11,P,,,09/15/2022,J1772
ELEC,THE HYDE STATION 1,153 Warren St,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.310252,-73.634813,02/20/2024,221195,2024-02-20 01:43:10,,,,06/11/2022,J1772
ELEC,"Kohl's, Kingston NY",800 Miron Ln,,Kingston,NY,12401,,888-264-2208,E,,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,2,,,Volta,https://voltacharging.com/,GPS,41.959215,-73.987132,02/20/2024,218080,2024-02-20 02:21:49,,,,05/10/2022,J1772
ELEC,Slocum-Dickson Medical Group,1729 Burrstone Rd,,New Hartford,NY,13413,,888-363-7662,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,14,,,Non-Networked,,GPS,43.094116,-75.278737,09/14/2022,227086,2023-02-14 15:54:11,P,,,08/26/2022,J1772
ELEC,PICOTTE 11 CORPORATE 4,11 Corporate Woods Blvd,,Albany,NY,12211,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.683420,-73.766650,02/20/2024,180635,2024-02-20 01:24:25,,,,01/27/2021,J1772
ELEC,AUCITON DIRECT AUCTIONDIRECT2,6520 96,,Victor,NY,14564,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.976359,-77.387153,02/20/2024,251970,2024-02-20 01:53:01,,,,01/25/2023,J1772
ELEC,SUNY NEW PALTZ SOUTH LOOP 1,Service building,,New Paltz,NY,12561,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.736893,-74.084215,02/20/2024,174099,2024-02-20 01:11:36,,,,01/27/2021,J1772
ELEC,352 8th St,352 8th St,,Brooklyn,NY,11215,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://flo.ca/,GPS,40.668517,-73.983283,02/20/2024,202165,2024-02-20 02:28:47,,,,12/08/2021,J1772
ELEC,VASSAR COLLEGE SOUTH LOT 2,112130 Raymond Ave,,Arlington,NY,12603,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.681771,-73.894668,02/20/2024,155288,2024-02-20 01:22:15,,,,04/10/2020,J1772
ELEC,PFIZER PR EV 02,401 N Middletown Rd,,Pearl River,NY,10965,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.076782,-74.018040,02/20/2024,294854,2024-02-20 01:43:39,,,,06/23/2023,J1772
ELEC,NYC FLEET DPRWFMARNA_1_L3,109-5 Marina Rd,,Corona,NY,11368,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.760609,-73.857002,02/20/2024,187658,2024-02-20 01:24:38,,,,04/16/2021,CHADEMO J1772COMBO
ELEC,TOWNOFHEMPSTEAD EAST MARINA 1N,1501 Lido Blvd,,Point Lookout,NY,11569,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.592463,-73.584309,02/20/2024,162282,2024-02-20 01:03:30,,,,06/12/2020,J1772
ELEC,G & M REALTY 2 STATION 2,22-44 Jackson Ave,,LIC,NY,11101,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.745401,-73.946148,02/20/2024,223833,2024-02-20 01:45:32,,,,07/21/2022,J1772
ELEC,Village Hall,65 Main St,Charger located in the north side fo ||the parking lot.||,Tuckahoe,NY,10707,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.950705,-73.826403,02/20/2024,200628,2024-02-20 00:03:06,,,,11/05/2021,J1772
ELEC,EXECUTIVE PARK #3,2 Executive Blvd,,Montebello,NY,10901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.120160,-74.116720,02/20/2024,175754,2024-02-20 01:23:36,,,,01/27/2021,J1772
ELEC,FISHKILL SUMONE,1 Summit Ct,,Fishkill,NY,12524,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.539801,-73.885734,02/20/2024,261050,2024-02-20 01:43:58,,,,05/19/2023,J1772
ELEC,Orienta Beach Club,1054 Walton Ave,,Mamaroneck,NY,10543,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.935940,-73.725390,01/09/2024,233083,2024-01-31 22:07:01,P,,,08/02/2022,J1772
ELEC,Lake George RV Park,74 NY-149,,Lake George,NY,12845,,518-691-3119,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,43.370720,-73.690830,01/09/2024,324833,2024-01-31 22:07:01,P,,,11/02/2023,J1772
ELEC,Icon Parking 524 East 73rd - Tesla Destination,524 E 73rd St,,New York,NY,10021,,212-452-1324  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.766736,-73.951891,10/06/2022,115149,2023-01-18 15:15:20,P,,,10/17/2018,J1772 TESLA
ELEC,Legoland New York  Lot B,420 Harriman Dr,,Goshen,NY,10924,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,41.376482,-74.313929,01/09/2024,223303,2024-01-31 22:07:01,P,,,06/14/2022,J1772
ELEC,Custer Observatory - Tesla Destination,1115 Main Bayview Rd,,Southold,NY,11971,,631-765-2626  877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,41.051979,-72.434844,10/06/2022,152628,2023-01-18 15:15:20,P,,,10/11/2019,TESLA
ELEC,WW BMW WWBMW 1,125 NY-59,,Spring Valley,NY,10977,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.107291,-74.037169,02/20/2024,224588,2024-02-20 01:10:18,,,,07/29/2022,J1772
ELEC,210 HANCOCK STATION 1,423 1st St,,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.448275,-76.503354,02/20/2024,162304,2024-02-20 01:02:40,,,,06/12/2020,J1772
ELEC,2600 6TH AVE CHARGEPOINT 3,2600 6th Ave,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.741960,-73.682154,02/20/2024,143201,2024-02-20 01:13:41,,,,08/15/2019,J1772
ELEC,BURNS MGT THE SPRINGS#1,60 Weibel Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.092505,-73.743290,02/20/2024,143572,2024-02-20 01:11:11,,,,08/15/2019,J1772
ELEC,Hampton Inn Corning/Painted Post - Tesla Destination,248 Town Center Rd,,Painted Post,NY,14870,,607-936-5020  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.150109,-77.108692,10/06/2022,115207,2023-01-18 15:15:20,P,,,10/11/2017,J1772 TESLA
ELEC,Stop & Shop #566 - Arverne By-the-sea,70-20 Rockaway Beach Boulevard,,Queens,NY,11692,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,L2,Volta,https://voltacharging.com/,GPS,40.589814,-73.799950,02/20/2024,212485,2024-02-20 02:23:58,,,,03/25/2022,J1772
ELEC,799 SENECA STATION 4,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875091,-78.847557,02/20/2024,191245,2024-02-20 01:34:49,,,,06/19/2021,J1772
ELEC,SWTCH Energy,25 Forest Dr,,Garnerville,NY,10923,,844-798-2438,E,,Public,24 hours daily,A D Debit M V,,4,,,SWTCH,https://swtchenergy.com/,GPS,41.193673,-74.010766,11/09/2023,313647,2024-01-31 22:07:01,P,,,08/23/2023,J1772
ELEC,Stop & Shop #559 530 West Old Country Road,530 West Old Country Road,,Hicksville,NY,11801,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,,Volta,https://voltacharging.com/,GPS,40.758454,-73.545894,02/20/2024,220207,2024-02-20 02:22:47,,,,05/20/2022,J1772
ELEC,Westchester Country Club,99 Biltmore Ave,,Rye,NY,10580,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,41.000710,-73.699160,01/09/2024,223139,2024-01-31 22:07:01,P,,,10/30/2021,J1772
ELEC,BURNS MGT HV 5,222 Heritage Rd,,Guilderland,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.692405,-73.885424,02/20/2024,121688,2024-02-20 01:09:51,,,,04/25/2019,J1772
ELEC,Saranac Lake - 3 Main St,3 Main Street,,Saranac Lake,NY,12983,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,44.324241,-74.131946,02/20/2024,123097,2024-02-20 02:18:59,,,,04/01/2019,J1772
ELEC,4320 Broadway-PARK-it - Tesla Destination,4320 Broadway,,Manhattan,NY,10033,,212-929-9404  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.852461,-73.934084,10/06/2022,150534,2023-01-18 15:15:20,P,,,08/28/2019,TESLA
ELEC,TCR TOWERS EV STATION 2,422 Sand Creek Rd,,Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.711919,-73.809684,02/20/2024,181868,2024-02-20 01:29:37,,,,01/27/2021,J1772
ELEC,Bruno's Bakery and Restaurant Hylan Blvd - Tesla Destination,1650 Hylan Blvd,,Staten Island,NY,10305,,718-987-5859  877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.588091,-74.089936,10/06/2022,150697,2023-01-18 15:15:20,P,,,08/28/2019,TESLA
ELEC,Hales Mills Country Club,146 Steele Rd,,Johnstown,NY,12095,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,4,,,AMPUP,https://ampup.io/,200-9,43.018843,-74.317948,10/11/2022,229916,2023-02-14 15:54:11,P,,,09/15/2022,J1772
ELEC,540 WAVERLY 3,510 Waverly Ave,,Brooklyn,NY,11238,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.682187,-73.965917,02/20/2024,324267,2024-02-20 01:48:27,,,,01/06/2024,J1772
ELEC,Oxford Memorial Library,8 Fort Hill Park,.||,Oxford,NY,13830,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,42.440655,-75.596482,02/19/2024,195862,2024-02-19 23:58:49,,,,09/13/2021,J1772
ELEC,Hidden Meadow Trail LLC,108 Hidden Meadow Trail,,Grand Island,NY,14072,,866-816-7584,E,,Public,,,,1,,,EV Connect,http://evconnect.com/,GPS,43.033313,-78.972986,02/20/2024,202633,2024-02-20 02:19:46,,,,12/13/2021,J1772
ELEC,NYC FLEET DCASCSTHSE_2_L3,6626 Metropolitan Ave,,Middle Village,NY,11379,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.711266,-73.892180,02/20/2024,196566,2024-02-20 01:27:30,,,,10/01/2021,CHADEMO J1772COMBO
ELEC,IPark 255 Schermerhorn - Tesla Destination,255 Schermerhorn St,,Brooklyn,NY,11217,,347-763-2930  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.687913,-73.983039,10/06/2022,150582,2023-01-18 15:15:20,P,,,03/31/2019,TESLA
ELEC,SAVARINO COMPAN BRL 3,"BRL Parking Lot, closest to Building 1 South",,Buffalo,NY,14204,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.863736,-78.868086,02/20/2024,164157,2024-02-20 01:22:17,,,,07/11/2020,J1772
ELEC,OSSINING OPS CENTER,101 Briarcliff-Peekskill Pkwy,,Ossining,NY,10562,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.178557,-73.840250,02/20/2024,188106,2024-02-20 01:33:17,,,,04/29/2021,J1772
ELEC,"Littleman Driggs Parking, LLC - Tesla Destination",626 Driggs Ave,,Brooklyn,NY,11211,,212-714-3571  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.715033,-73.958595,10/06/2022,114910,2023-01-18 15:15:20,P,,,05/24/2018,J1772 TESLA
ELEC,Riverwood Tech,4545 East River Road,,West Henrietta,NY,14586,,866-816-7584,E,,Public,,,,6,,,EV Connect,http://evconnect.com/,GPS,43.056551,-77.693216,02/20/2024,230789,2024-02-20 02:19:05,,,,09/30/2022,J1772
ELEC,NATIONAL GRID NFTA HAMBURG,3380 Big Tree Rd,,Hamburg,NY,14075,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.773708,-78.861556,02/20/2024,162238,2024-02-20 01:05:34,,,,06/12/2020,J1772
ELEC,Gene McCarthy's Old First Ward Brewing Co,74 Hamburg St,,Buffalo,NY,14204,,716-855-8948,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,4,,,Non-Networked,,GPS,42.865972,-78.860146,09/14/2022,226494,2023-02-14 15:54:11,P,,,08/24/2022,J1772
ELEC,PANYNJ LGA WEST 4,LGA West Garage LaGuardia Airport,,East Elmhurst,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.772977,-73.875474,02/20/2024,180141,2024-02-20 01:03:08,,,,01/27/2021,J1772
ELEC,iPark NYC E 77th Street - Tesla Destination,165 E 77th St,,New York,NY,10014,,855-472-7569  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.773415,-73.959234,10/06/2022,115028,2023-01-18 15:15:20,P,,,05/15/2015,J1772 TESLA
ELEC,DBI PROPERTIES CG 600 HN RIGHT,611 Hawks Nest Cir,,Greece,NY,14626,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.234456,-77.701478,02/20/2024,312344,2024-02-20 02:03:20,,,,10/05/2023,J1772
ELEC,799 SENECA STATION 6,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875076,-78.847686,02/20/2024,191250,2024-02-20 01:34:49,,,,06/19/2021,J1772
ELEC,NYS ORDA GORE MOUNTAIN,793 Peaceful Valley Rd,,North Creek,NY,12853,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.671232,-74.007635,02/20/2024,123391,2024-02-20 01:12:00,,,,05/29/2019,J1772
ELEC,NYC FLEET DPRWFMARNA_4_L3,109-5 Marina Rd,,Queens,NY,11368,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.760345,-73.855460,02/20/2024,316710,2024-02-20 02:03:45,,,,11/04/2023,CHADEMO J1772COMBO
ELEC,854ELLICOTT 134 HIGH ST 9,134 High St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.901006,-78.863905,02/20/2024,181848,2024-02-20 01:29:13,,,,01/27/2021,J1772
