STATION NAME,AGENCY,NO. OF PLUGS,TYPE OF CHARGER,ADDRESS,CITY,POSTCODE,BOROUGH,LATITUDE,LONGITUDE,COMMUNITY DISTRICT,COUNCIL DISTRICT,CENSUS TRACT 2020,BIN,BBL,NEIGHBORHOOD TABULATION AREA (NTA) (2020)
NYC FLEET / DSNY_BK01-DCFC1,DSNY,1,Level 3 Fast Charger,161 Varick Ave,East Williamsburg,11237,Brooklyn,40.711118,-73.928548,301,34,44902,3400387,3029620001,BK0104
NYC FLEET / DSNY_BK02,DSNY,2,Level 2 Charger,52-35 58th St,Queens,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_BK03-1,DSNY,2,Level 2 Charger,525 Johnson Ave,Brooklyn,11237,Brooklyn,40.708726,-73.926318,301,34,44902,3070584,3029870016,BK0104
NYC FLEET / DSNY_BK04-1,DSNY,2,Level 2 Charger,161 Varick Ave,East Williamsburg,11237,Brooklyn,40.711118,-73.928548,301,34,44902,3400387,3029620001,BK0104
NYC FLEET / DSNY_BK04-2,DSNY,2,Level 2 Charger,161 Varick Ave,East Williamsburg,11237,Brooklyn,40.711118,-73.928548,301,34,44902,3400387,3029620001,BK0104
NYC FLEET / DSNY_BK05-1,DSNY,2,Level 2 Charger,606 Milford Street,East New York,11208,Brooklyn,40.660832,-73.8697,305,42,1078,3099068,3045620001,BK0503
NYC FLEET / DSNY_BK06-1,DSNY,1,Level 2 Charger,127 2Nd Ave,Brooklyn,11215,Brooklyn,40.671308,-73.994452,306,38,117,3022747,3010200001,BK0601
NYC FLEET / DSNY_BK06-2,DSNY,2,Level 2 Charger,127 2nd Ave,Gowanus,11215,Brooklyn,40.671308,-73.994452,306,38,117,3022747,3010200001,BK0601
NYC FLEET / DSNY_BK06A,DSNY,2,Level 2 Charger,1595 Washington Ave,Bronx,10457,Bronx,40.839498,-73.90231,203,15,167,2009477,2029040034,BX0302
NYC FLEET / DSNY_BK07-1,DSNY,2,Level 2 Charger,5100 1St Ave,Sunset Park,11232,Brooklyn,40.649977,-74.02012,307,38,1803,3000000,3007250200,BK0702
NYC FLEET / DSNY_BK08-1,DSNY,2,Level 2 Charger,1755 Pacific St,Crown Heights,11213,Brooklyn,40.67669,-73.931938,308,36,309,3330693,3013360018,BK0802
NYC FLEET / DSNY_BK09-1,DSNY,2,Level 2 Charger,690 New York Ave,Prospect Lefferts Gardens,11203,Brooklyn,40.657155,-73.947351,309,40,804,3327687,3048270039,BK0902
NYC FLEET / DSNY_BK10-1,DSNY,2,Level 2 Charger,5100 1St Ave,Brooklyn,11232,Brooklyn,40.649977,-74.02012,307,38,1803,3000000,3007250200,BK0702
NYC FLEET / DSNY_BK11-1,DSNY,2,Level 2 Charger,1824 Shore Parkway,Brooklyn,11214,Brooklyn,40.591314,-73.994488,311,47,304,3378180,3069430030,BK1103
NYC FLEET / DSNY_BK11-S1,DSNY,1,EV Solar Arc Charger,1824 Shore Pkwy,Brooklyn,11214,Brooklyn,40.591314,-73.994488,311,47,304,3378180,3069430030,BK1103
NYC FLEET / DSNY_BK11-S2,DSNY,1,EV Solar Arc Charger,1824 Shore Pkwy,Brooklyn,11214,Brooklyn,40.591314,-73.994488,311,47,304,3378180,3069430030,BK1103
NYC FLEET / DSNY_BK11-S3,DSNY,1,EV Solar Arc Charger,1824 Shore Pkwy,Brooklyn,11214,Brooklyn,40.591314,-73.994488,311,47,304,3378180,3069430030,BK1103
NYC FLEET / DSNY_BK11-S4,DSNY,1,EV Solar Arc Charger,1824 Shore Pkwy,Brooklyn,11214,Brooklyn,40.591314,-73.994488,311,47,304,3378180,3069430030,BK1103
NYC FLEET / DSNY_BK12-S1,DSNY,1,EV Solar Arc Charger,5602 19th Ave,Mapleton,11204,Brooklyn,40.622889,-73.982824,312,44,468,3328495,3054940089,BK1204
NYC FLEET / DSNY_BK12-S2,DSNY,1,EV Solar Arc Charger,5602 19th Ave,Mapleton,11204,Brooklyn,40.622889,-73.982824,312,44,468,3328495,3054940089,BK1204
NYC FLEET / DSNY_BK13_S1,DSNY,1,EV Solar Arc Charger,2012 Neptune Ave,Brooklyn,11224,Brooklyn,40.578665,-73.987588,313,47,326,3387557,3070180007,BK1302
NYC FLEET / DSNY_BK14-1,DSNY,2,Level 2 Charger,1397 Ralph Ave,Canarsie,11236,Brooklyn,40.642674,-73.919717,318,42,960,3221978,3079180145,BK1803
NYC FLEET / DSNY_BK15A-1,DSNY,2,Level 2 Charger,2501 Knapp St,Brooklyn,11235,Brooklyn,40.592214,-73.932546,315,46,628,3414032,3088350001,BK1503
NYC FLEET / DSNY_BK16-DCFC1,DSNY,1,Level 3 Fast Charger,50 Wortman Ave,Brooklyn,11207,Brooklyn,40.654488,-73.890676,305,42,1104,3097871,3043880001,BK0503
NYC FLEET / DSNY_BK16-DCFC2,DSNY,1,Level 3 Fast Charger,50-72 Wortman Ave,Brooklyn,11207,Brooklyn,40.654488,-73.890676,305,42,1104,3097871,3043880001,BK0503
NYC FLEET / DSNY_BK17-1,DSNY,1,Level 2 Charger,10502 Avenue D,Brooklyn,11236,Brooklyn,40.653831,-73.901511,318,42,1098,3256921,3081380001,BK0503
NYC FLEET / DSNY_BK17-2,DSNY,1,Level 2 Charger,10502 Avenue D,Brooklyn,11236,Brooklyn,40.653831,-73.901511,318,42,1098,3256921,3081380001,BK0503
NYC FLEET / DSNY_BK17-DCFC1,DSNY,1,Level 3 Fast Charger,10502 Avenue D,Brooklyn,11236,Brooklyn,40.653831,-73.901511,318,42,1098,3256921,3081380001,BK0503
NYC FLEET / DSNY_BK18-1,DSNY,1,Level 2 Charger,105-01 Foster Ave,Brooklyn,11236,Brooklyn,40.627727,-73.976281,314,40,480,3398029,3054260001,BK1402
NYC FLEET / DSNY_BK18-2,DSNY,1,Level 2 Charger,105-01 Foster Ave,Brooklyn,11236,Brooklyn,40.627727,-73.976281,314,40,480,3398029,3054260001,BK1402
NYC FLEET / DSNY_BK18-DCFC1,DSNY,1,Level 3 Fast Charger,105-01 Foster Ave,Brooklyn,11236,Brooklyn,40.627727,-73.976281,314,40,480,3398029,3054260001,BK1402
NYC FLEET / DSNY_BK18-DCFC2,DSNY,1,Level 3 Fast Charger,105-01 Foster Ave,Brooklyn,11236,Brooklyn,40.627727,-73.976281,314,40,480,3398029,3054260001,BK1402
NYC FLEET / DSNY_BKLCU-1,DSNY,2,Level 2 Charger,110 E 131st St,New York,10037,Manhattan,40.808657,-73.935809,111,9,242,1054511,1017790001,MN1102
NYC FLEET / DSNY_BX02-1,DSNY,2,Level 2 Charger,650 Casanova St,West Bronx,10474,Bronx,40.812786,-73.889857,202,17,9301,2006621,2027650177,BX0201
NYC FLEET / DSNY_BX04-1,DSNY,2,Level 2 Charger,525 Johnson Ave,East Williamsburg,11237,Brooklyn,40.708726,-73.926318,301,34,44902,3070584,3029870016,BK0104
NYC FLEET / DSNY_BX05-1,DSNY,1,Level 2 Charger,1331 Cromwell Ave,Bronx,10452,Bronx,40.839273,-73.920629,204,16,219,2008640,2028710077,BX0403
NYC FLEET / DSNY_BX05-2,DSNY,2,Level 2 Charger,465 Hamilton Ave,Gowanus,11232,Brooklyn,40.669156,-73.996907,306,38,11902,3023562,3010380001,BK0601
NYC FLEET / DSNY_BX06-2,DSNY,2,Level 2 Charger,800 E 176Th St,Bronx,10460,Bronx,40.842053,-73.889504,206,15,367,2097277,2029530021,BX0602
NYC FLEET / DSNY_BX06A-1,DSNY,2,Level 2 Charger,800 E 176Th St,Bronx,10460,Bronx,40.842053,-73.889504,206,15,367,2097277,2029530021,BX0602
NYC FLEET / DSNY_BX06A-2,DSNY,1,Level 2 Charger,800 E 176Th St,Bronx,10460,Bronx,40.842053,-73.889504,206,15,367,2097277,2029530021,BX0602
NYC FLEET / DSNY_BX07-1,DSNY,2,Level 2 Charger,423 W 215th St,New York,10034,Manhattan,40.869024,-73.913916,112,10,299,1082036,1022120001,MN1203
NYC FLEET / DSNY_BX08-1,DSNY,2,Level 2 Charger,423 W 215 St,New York,10034,Manhattan,40.869024,-73.913916,112,10,299,1082036,1022120001,MN1203
NYC FLEET / DSNY_BX10-1,DSNY,2,Level 2 Charger,850 Zerega Ave,East Bronx,10473,Bronx,40.825144,-73.843139,209,18,90,2094841,2037020001,BX0903
NYC FLEET / DSNY_BX12-1,DSNY,2,Level 2 Charger,1635 E 233Rd St,East Bronx,10475,Bronx,40.888188,-73.826903,212,12,456,2090261,2049740028,BX1202
NYC FLEET / DSNY_BX12-2,DSNY,2,Level 2 Charger,1635 E 233Rd St,East Bronx,10466,Bronx,40.888188,-73.826903,212,12,456,2090261,2049740028,BX1202
NYC FLEET / DSNY_BX12-3,DSNY,2,Level 2 Charger,1635 E 233Rd St,East Bronx,10466,Bronx,40.888188,-73.826903,212,12,456,2090261,2049740028,BX1202
NYC FLEET / DSNY_BX12-4,DSNY,2,Level 2 Charger,1635 E 233Rd St,East Bronx,10466,Bronx,40.888188,-73.826903,212,12,456,2090261,2049740028,BX1202
NYC FLEET / DSNY_BXENF-WASH,DSNY,2,Level 2 Charger,1595 Washington Ave,Bronx,10457,Bronx,40.839498,-73.90231,203,15,167,2009477,2029040034,BX0302
NYC FLEET / DSNY_CBS-1,DSNY,1,Level 2 Charger,10601 Avenue D,Brooklyn,11236,Brooklyn,40.654363,-73.900725,318,42,1098,3252759,3038710001,BK0503
NYC FLEET / DSNY_CBS-2,DSNY,2,Level 2 Charger,401 E 105th St,Canarsie,11236,Brooklyn,40.653513,-73.901371,318,42,1098,3256921,3081380001,BK0503
NYC FLEET / DSNY_CRS_MM-1,DSNY,2,Level 2 Charger,52-35 58Th St,Woodside,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_CRS_PC-1,DSNY,1,Level 2 Charger,52-35 58Th Street,Woodside,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_CRS_VAWNE1,DSNY,2,Level 2 Charger,52-35 58th St,Woodside,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_CRS_VAWNE2,DSNY,2,Level 2 Charger,52-35 58th St,Woodside,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_CRSBBMDCFC,DSNY,1,Level 3 Fast Charger,52-35 58th St,Queens,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_CRSNEDCFC1,DSNY,1,Level 3 Fast Charger,52-35 58th St,Queens,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_CRSNEDCFC2,DSNY,1,Level 3 Fast Charger,52-35 58th St,Queens,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_CRSPCDCFC,DSNY,1,Level 3 Fast Charger,52-35 58th St,Queens,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_CRSPSDCFC1,DSNY,1,Level 3 Fast Charger,52-35 58th St,Queens,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_CRSQWDCFC1,DSNY,1,Level 3 Fast Charger,52-35 58th St,Queens,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_CRSQWDCFC2,DSNY,1,Level 3 Fast Charger,52-35 58th St,Queens,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_EMMS_LAB,DSNY,2,Level 2 Charger,1763 W Farms Rd,Bronx,10460,Bronx,40.835683,-73.882143,203,17,161,2010963,2030150097,BX0303
NYC FLEET / DSNY_FBF-S1,DSNY,1,EV Solar Arc Charger,50 Aviation Rd,Brooklyn,11234,Brooklyn,40.591839,-73.882699,356,46,70202,,,BK5691
NYC FLEET / DSNY_FBF-S2,DSNY,1,EV Solar Arc Charger,50 Aviation Rd,Brooklyn,11234,Brooklyn,40.591839,-73.882699,356,46,70202,,,BK5691
NYC FLEET / DSNY_FBF-S3,DSNY,1,EV Solar Arc Charger,50 Aviation Rd,Brooklyn,11234,Brooklyn,40.591839,-73.882699,356,46,70202,,,BK5691
NYC FLEET / DSNY_HENRY-1,DSNY,1,Level 2 Charger,80 Henry Street,New York,10002,Manhattan,40.71307,-73.993821,103,1,8,1079607,1002750003,MN0301
NYC FLEET / DSNY_HENRY-2,DSNY,1,Level 2 Charger,80 Henry Street,New York,10002,Manhattan,40.71307,-73.993821,103,1,8,1079607,1002750003,MN0301
NYC FLEET / DSNY_HENRY-3,DSNY,1,Level 2 Charger,80 Henry Street,New York,10002,Brooklyn,40.698451,-73.992546,302,33,1,3001700,3002260025,BK0201
NYC FLEET / DSNY_HENRY-4,DSNY,1,Level 2 Charger,80 Henry Street,New York,10002,Manhattan,40.71307,-73.993821,103,1,8,1079607,1002750003,MN0301
NYC FLEET / DSNY_M04-DCFC1,DSNY,1,Level 3 Fast Charger,650 W 57th St,New York,10019,Manhattan,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
NYC FLEET / DSNY_M04-DCFC2,DSNY,1,Level 3 Fast Charger,650 W 57th St,New York,10019,Manhattan,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
NYC FLEET / DSNY_M04-DCFC3,DSNY,1,Level 3 Fast Charger,630 W 57th St,New York,10019,Manhattan,40.770957,-73.992953,104,6,13502,,,MN0402
NYC FLEET / DSNY_M04-DCFC4,DSNY,1,Level 3 Fast Charger,650 W 57th St,New York,10019,Manhattan,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
NYC FLEET / DSNY_M07-DCFC1,DSNY,1,Level 3 Fast Charger,650 W 57th St,New York,10019,Manhattan,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
NYC FLEET / DSNY_M07-DCFC2,DSNY,1,Level 3 Fast Charger,650 W 57th St,New York,10019,Manhattan,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
NYC FLEET / DSNY_M07-DCFC3,DSNY,1,Level 3 Fast Charger,650 W 57th St,New York,10019,Manhattan,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
NYC FLEET / DSNY_M07-DCFC4,DSNY,1,Level 3 Fast Charger,650 W 57th St,New York,10019,Manhattan,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
NYC FLEET / DSNY_MBS-1,DSNY,1,Level 2 Charger,640 West 26Th Street,New York,10001,Manhattan,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
NYC FLEET / DSNY_MBS-DCFC1,DSNY,1,Level 3 Fast Charger,640 W 26th St,New York,10001,Manhattan,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
NYC FLEET / DSNY_MBS-DCFC2,DSNY,1,Level 3 Fast Charger,640 W 26th St,New York,10001,Manhattan,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
NYC FLEET / DSNY_MBS-DCFC3,DSNY,1,Level 3 Fast Charger,640 W 26th St,New York,10001,Manhattan,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
NYC FLEET / DSNY_MBS-DCFC4,DSNY,1,Level 3 Fast Charger,640 W 26th St,New York,10001,Manhattan,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
NYC FLEET / DSNY_MBS-DCFC5,DSNY,1,Level 3 Fast Charger,640 W 26th St,New York,10001,Manhattan,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
NYC FLEET / DSNY_MBS-DCFC6,DSNY,1,Level 3 Fast Charger,640 W 26th St,New York,10001,Manhattan,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
NYC FLEET / DSNY_MBS-DCFC7,DSNY,1,Level 3 Fast Charger,640 W 26th St,New York,10001,Manhattan,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
NYC FLEET / DSNY_MN01-1,DSNY,2,Level 2 Charger,353 Spring St,New York,10013,Manhattan,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
NYC FLEET / DSNY_MN02-1,DSNY,2,Level 2 Charger,353 Spring St,New York,10013,Manhattan,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
NYC FLEET / DSNY_MN03-1,DSNY,2,Level 2 Charger,South Street Pier 36,New York,10002,Manhattan,,,,,,,,
NYC FLEET / DSNY_MN03-2,DSNY,2,Level 2 Charger,South Street Pier 36,New York,10002,Manhattan,,,,,,,,
NYC FLEET / DSNY_MN03-3,DSNY,2,Level 2 Charger,South Street Pier 36,New York,10002,Manhattan,,,,,,,,
NYC FLEET / DSNY_MN03-DCFC1,DSNY,1,Level 3 Fast Charger,299 South St,New York,10002,Manhattan,40.710508,-73.986196,103,1,201,1079600,1002410013,MN0301
NYC FLEET / DSNY_MN03-DCFC2,DSNY,1,Level 3 Fast Charger,299 South St,New York,10002,Manhattan,40.710508,-73.986196,103,1,201,1079600,1002410013,MN0301
NYC FLEET / DSNY_MN04-1,DSNY,2,Level 2 Charger,930 W 57th St,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DSNY_MN04-2,DSNY,2,Level 2 Charger,800E 176Th St,West Bronx,10460,Bronx,40.842053,-73.889504,206,15,367,2097277,2029530021,BX0602
NYC FLEET / DSNY_MN05_DCFC1,DSNY,1,Level 3 Fast Charger,353 Spring St,New York,10013,Manhattan,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
NYC FLEET / DSNY_MN05_DCFC2,DSNY,1,Level 3 Fast Charger,353 Spring St,New York,10013,Manhattan,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
NYC FLEET / DSNY_MN05-1,DSNY,2,Level 2 Charger,52 58th St,woodside,11377,Queens,,,,,,,,
NYC FLEET / DSNY_MN06-DCFC1,DSNY,1,Level 3 Fast Charger,299 South St,New York,10002,Manhattan,40.710508,-73.986196,103,1,201,1079600,1002410013,MN0301
NYC FLEET / DSNY_MN06-DCFC2,DSNY,1,Level 3 Fast Charger,299 South St,New York,10002,Manhattan,40.710508,-73.986196,103,1,201,1079600,1002410013,MN0301
NYC FLEET / DSNY_MN07-1,DSNY,2,Level 2 Charger,1787 W Farms Rd,Bronx,10460,Bronx,40.836086,-73.882066,203,17,161,2010955,2030150058,BX0303
NYC FLEET / DSNY_MN07-2,DSNY,2,Level 2 Charger,650 W 57Th St,New York,10019,Manhattan,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
NYC FLEET / DSNY_MN07-3,DSNY,1,Level 2 Charger,650 W 57Th St,New York,10019,Manhattan,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
NYC FLEET / DSNY_MN07-4,DSNY,1,Level 2 Charger,650 W 57Th St,New York,10019,Manhattan,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
NYC FLEET / DSNY_MN07-5,DSNY,1,Level 2 Charger,650 W 57Th St,New York,10019,Manhattan,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
NYC FLEET / DSNY_MN08-1,DSNY,2,Level 2 Charger,4036 9th Ave,New York,10034,Manhattan,40.869218,-73.913033,112,10,299,1082037,1022120001,MN1203
NYC FLEET / DSNY_MN09-1,DSNY,2,Level 2 Charger,125 E 149th St,West Bronx,10451,Bronx,40.818987,-73.928909,204,8,6301,2001102,2023520028,BX0401
NYC FLEET / DSNY_MN10-1,DSNY,2,Level 2 Charger,110 E 131St St,New York,10037,Manhattan,40.808657,-73.935809,111,9,242,1054511,1017790001,MN1102
NYC FLEET / DSNY_MN10-2,DSNY,2,Level 2 Charger,1921 Park Ave,New York,10037,Manhattan,40.808361,-73.936604,111,9,242,1054511,1017790001,MN1102
NYC FLEET / DSNY_MN10-3,DSNY,2,Level 2 Charger,110 E 131St St,New York,10037,Manhattan,40.808657,-73.935809,111,9,242,1054511,1017790001,MN1102
NYC FLEET / DSNY_MN10-4-ENF,DSNY,2,Level 2 Charger,110 E 130th St,New York,10037,Manhattan,40.808023,-73.936268,111,9,242,1000000,1017780006,MN1102
NYC FLEET / DSNY_MN10-5-ENF,DSNY,2,Level 2 Charger,110 E 131st St,New York,10037,Manhattan,40.808657,-73.935809,111,9,242,1054511,1017790001,MN1102
NYC FLEET / DSNY_MN11-1,DSNY,2,Level 2 Charger,217 E 127th St,New York,10035,Manhattan,40.804756,-73.934281,111,8,242,1087849,1017920005,MN1102
NYC FLEET / DSNY_MN11-2,DSNY,2,Level 2 Charger,217 E 127th St,New York,10035,Manhattan,40.804756,-73.934281,111,8,242,1087849,1017920005,MN1102
NYC FLEET / DSNY_MN11-3,DSNY,2,Level 2 Charger,217 E 127th St,New York,10035,Manhattan,40.804756,-73.934281,111,8,242,1087849,1017920005,MN1102
NYC FLEET / DSNY_MN12_DCFC1,DSNY,1,Level 3 Fast Charger,301 W 215 St,New York,10034,Manhattan,40.868199,-73.911997,112,10,299,1064485,1021960001,MN1203
NYC FLEET / DSNY_MN12_DCFC2,DSNY,1,Level 3 Fast Charger,301 W 215 St,New York,10034,Manhattan,40.868199,-73.911997,112,10,299,1064485,1021960001,MN1203
NYC FLEET / DSNY_MN12-1,DSNY,2,Level 2 Charger,301 West 215 Street,New York,10034,Manhattan,40.868199,-73.911997,112,10,299,1064485,1021960001,MN1203
NYC FLEET / DSNY_MN2_DCFC1,DSNY,1,Level 3 Fast Charger,353 Spring St,New York,10013,Manhattan,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
NYC FLEET / DSNY_MN2_DCFC2,DSNY,1,Level 3 Fast Charger,353 Spring St,New York,10013,Manhattan,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
NYC FLEET / DSNY_Q02-1,DSNY,1,Level 2 Charger,58-1 52 Rd,Woodside,11377,Queens,40.734957,-73.909719,402,26,243,4054170,4023470055,QN0203
NYC FLEET / DSNY_Q02-2,DSNY,2,Level 2 Charger,52-35 58Th Street,Flushing,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_Q03-1,DSNY,2,Level 2 Charger,52-35 58Th St,Woodside,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_Q04-1,DSNY,2,Level 2 Charger,52-35 58Th St,Woodside,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_Q04-2,DSNY,1,Level 2 Charger,52-35 58Th Street,Woodside,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_Q05_DCFC1,DSNY,1,Level 3 Fast Charger,48-01 58 Rd,Maspeth,11378,Queens,40.720249,-73.922845,405,26,219,4307983,4026000001,QN0501
NYC FLEET / DSNY_Q05_DCFC2,DSNY,1,Level 3 Fast Charger,48-01 58 Rd,Maspeth,11378,Queens,40.720249,-73.922845,405,26,219,4307983,4026000001,QN0501
NYC FLEET / DSNY_Q05-1,DSNY,2,Level 2 Charger,47-01 48Th Street,Maspeth,11377,Queens,,,,,,,,
NYC FLEET / DSNY_Q05-2,DSNY,2,Level 2 Charger,47-01 48Th St,Maspeth,11377,Queens,,,,,,,,
NYC FLEET / DSNY_Q06-1,DSNY,2,Level 2 Charger,2720 53Rd Ave,Woodside,11377,Queens,,,,,,,,
NYC FLEET / DSNY_Q07-1,DSNY,2,Level 2 Charger,120-15 31St Ave,Flushing,11354,Queens,40.769692,-73.847197,407,19,907,4610396,4043460075,QN0701
NYC FLEET / DSNY_Q07-2,DSNY,2,Level 2 Charger,120-15 31St Ave,Flushing,11354,Queens,40.769692,-73.847197,407,19,907,4610396,4043460075,QN0701
NYC FLEET / DSNY_Q07-3,DSNY,2,Level 2 Charger,30-19 122Nd St,Flushing,11354,Queens,40.770849,-73.846552,407,19,907,4570021,4043500001,QN0701
NYC FLEET / DSNY_Q07A-1,DSNY,2,Level 2 Charger,30-19 122Nd St,Flushing,11354,Queens,40.770849,-73.846552,407,19,907,4570021,4043500001,QN0701
NYC FLEET / DSNY_Q07A-2,DSNY,2,Level 2 Charger,30-19 122Nd St,Flushing,11354,Queens,40.770849,-73.846552,407,19,907,4570021,4043500001,QN0701
NYC FLEET / DSNY_Q09-1,DSNY,2,Level 2 Charger,13287 Atlantic Ave,Queens,11418,Queens,40.69657,-73.816405,409,29,14202,,,QN0902
NYC FLEET / DSNY_Q09-2,DSNY,2,Level 2 Charger,133-20 Atlantic Ave,Queens,11418,Queens,40.696682,-73.81595,409,29,152,,,QN0903
NYC FLEET / DSNY_Q09-DCFC1,DSNY,1,Level 3 Fast Charger,13287 Atlantic Ave,Queens,11418,Queens,40.69657,-73.816405,409,29,14202,,,QN0902
NYC FLEET / DSNY_Q10-1,DSNY,2,Level 2 Charger,130-23 150Th Ave,Jamaica,11430,Queens,40.664778,-73.810159,410,28,84602,4257531,4118840001,QN1001
NYC FLEET / DSNY_Q13J-1,DSNY,2,Level 2 Charger,153-67 146Th Ave,Jamaica,11434,Queens,40.664629,-73.784675,413,31,306,4433112,4150010073,QN1306
NYC FLEET / DSNY_Q13J-2,DSNY,2,Level 2 Charger,153-67 146 Ave,Jamaica,11434,Queens,40.664629,-73.784675,413,31,306,4433112,4150010073,QN1306
NYC FLEET / DSNY_Q14_DCFC1,DSNY,1,Level 3 Fast Charger,51-10 Almeda Ave,Far Rockaway,11691,Queens,40.597844,-73.782485,414,31,97207,4616024,4159800100,QN1491
NYC FLEET / DSNY_Q14-1,DSNY,1,Level 2 Charger,51-10 Almeda Ave,Queens,11691,Queens,40.597844,-73.782485,414,31,97207,4616024,4159800100,QN1491
NYC FLEET / DSNY_Q14-2,DSNY,2,Level 2 Charger,51-10 Almeda Ave,Far Rockaway,11691,Queens,40.597844,-73.782485,414,31,97207,4616024,4159800100,QN1491
NYC FLEET / DSNY_Q14-3,DSNY,2,Level 2 Charger,51-10 Almeda Ave,Far Rockaway,11691,Queens,40.597844,-73.782485,414,31,97207,4616024,4159800100,QN1491
NYC FLEET / DSNY_QBS-DCFC1,DSNY,1,Level 3 Fast Charger,52-07 58th St,Woodside,11377,Queens,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
NYC FLEET / DSNY_QBS-DCFC2,DSNY,1,Level 3 Fast Charger,52-07 58th St,Woodside,11377,Queens,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
NYC FLEET / DSNY_QBS-DCFC3,DSNY,1,Level 3 Fast Charger,52-07 58th St,Woodside,11377,Queens,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
NYC FLEET / DSNY_QBS-DCFC4,DSNY,1,Level 3 Fast Charger,52-07 58th St,Woodside,11377,Queens,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
NYC FLEET / DSNY_QBS-DCFC5,DSNY,1,Level 3 Fast Charger,52-07 58th St,Woodside,11377,Queens,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
NYC FLEET / DSNY_QBS-DCFC6,DSNY,1,Level 3 Fast Charger,52-07 58th St,Woodside,11377,Queens,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
NYC FLEET / DSNY_QBSROOF-1,DSNY,2,Level 2 Charger,52-07 58Th St,Woodside,11377,Queens,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
NYC FLEET / DSNY_QBSROOF-2,DSNY,2,Level 2 Charger,52 58Th St,Woodside,11377,Queens,,,,,,,,
NYC FLEET / DSNY_QBSROOF-4,DSNY,1,Level 2 Charger,52-07 58Th St,Woodside,11377,Queens,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
NYC FLEET / DSNY_QBSSHOP-1,DSNY,1,Level 2 Charger,52-07 58Th St,Woodside,11377,Queens,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
